,domain,middle_layer_entropy,weighted_shortcut_score,shortcut_drift,shortcut_reliance,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_10,inflow_from_11,inflow_from_7,inflow_from_8,inflow_from_9,mass_pos_frac,mass_neg_frac,signed_algebraic_connectivity,signed_spectral_radius,frustration_mass_frac,avg_clustering_pos,avg_clustering_neg,modularity_pos,modularity_neg,avg_path_length_abs,node_importance_entropy_pos,node_importance_entropy_neg,edge_score_gini_abs,normed_mass_pos_frac,normed_mass_neg_frac,normed_signed_algebraic_connectivity,normed_signed_spectral_radius,normed_frustration_mass_frac,normed_avg_clustering_pos,normed_avg_clustering_neg,normed_modularity_pos,normed_modularity_neg,normed_avg_path_length_abs,normed_node_importance_entropy_pos,normed_node_importance_entropy_neg,normed_edge_score_gini_abs,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0,srcc,pearson,cosine,residual_norm_L2,residual_norm_Linf,kendall_tau_c,kendall_tau_b,abs_srcc,abs_pearson,abs_cosine,abs_residual_norm_L2,abs_residual_norm_Linf,abs_kendall_tau_c,abs_kendall_tau_b,weighted_jaccard,binary_jaccard,spec_L2,spec_Linf,degree_dist_L1,ged_approx,trim_srcc_w,trim_srcc,trim_tau_b,trim_rbo,trim_sign_agree_w,model_id,AC,ANE,EMD,acc,f1,l2
20,defocus_blur-1,7.518185939399009,0.0367605462670326,2.640312979674673,2.640312979674673,9.318828961113468e-05,1.1534396409988403,1.3161122580995943,138.8330187949578,138.83235366548453,140.14566299711433,271.76582161751094,556.8053880244153,5630.446571426356,0.0056892067731659,0.0056767780725728,0.136792234768787,0.4152813626898337,0.0017268424853682,0.1573348343372345,1.806352496147156,22,2.019099939231027e-05,-1.844475998640447e-05,6.996262809055081e-05,1485.9612348252165,5.770899440777672,2.8311260573936337,0.3582705020418656,20.22222222222222,0.0300258120359337,25142195.594583213,7.646865911301903e-05,1.7577750831557537,3.0580618941428463,0.0133861236802413,0.006277487722994,0.0075089249867074,0.6119521824883108,0.000485476896094,-0.0004434899300858,0.0404471228736707,1045664.6971147122,0.0018386295224015,0.0133861236802413,0.1509373196857881,0.6002635955810547,6.918798476363008e-07,2.640313148498535,3.06550669670105,0.5283069610595703,1.0,0.0,0.2478414754837272,0.1214440086953508,0.8477248040566862,0.0043130075864966,0.0067162139580037,0.0198019657034624,0.99999999992134,0.0,2.0429100445127663e-05,0.0062776937519346,0.0354743633748067,0.0303548793445727,0.0,0.3582168825114573,0.0,44210.45535045458,3.052233015062463,0.0,0.6111157132483985,0.999999999999,0.0,0.0016069515564489,0.4938029343326985,0.0354743633775617,0.0303548793445727,0.0,0.3582168825114575,0.0,562.0454639436018,3.052233015062463,0.0,0.6111157132485694,15,27,0.2571428571428571,1.0,0.3071585051345244,627.6481268637557,0.0004025030779961,0.1919140278724872,37,95,0.1426426426426426,1.0,0.2782639743779674,438.313319797646,0.0002226682925663,1.7292858591773728,0.03940005647507,0.0200959183974234,0.2053005552113598,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0018911040388047,0.0127129526808857,0.0024375268258154,0.0017268424853682,143,0.9905525133402776,0.9997507933231902,0.9997507095602504,6.634687113228772e-05,2.127612242475152e-05,0.9465454639670812,0.9465454675527348,0.981429374413199,0.9997508437314664,0.9997526791889536,6.616226075688143e-05,2.127612242475152e-05,0.909064900907023,0.9090649060694812,0.9619888409385124,0.9452054794520548,0.086505891877658,0.0667943257224518,1.3543409773600406,,0.9890551343413456,0.97803251572899,0.9066639507777466,49.249500837732406,0.9999999999571668,0,0.9867557883262634,-0.0514172725379467,2.2683262825012207,0.9846,0.9845939874649048,322.4446017662333
21,defocus_blur-2,7.517669494191065,0.0412541031837463,2.670951716173215,2.670951716173215,0.0001169565221061,1.1726467609405518,1.228902772579776,133.83263242190444,133.83202961140256,135.1071559909793,260.881980357931,541.6576939453698,6034.21579317482,0.0058796684705022,0.0058668310333906,0.1312250227024771,0.3915979738806014,0.0017899464583024,0.1628095358610153,1.800905704498291,22,2.152557751600571e-05,-5.903470814197939e-06,7.63373464569121e-05,1485.9434414151674,5.189622394216439,2.854258807845448,0.3752943230385085,29.555555555555557,0.0323680445107397,24785891.90215053,8.328737358979101e-05,1.5619676131503042,3.051928179965292,0.0123604826546003,0.0064402672722861,0.0069962129843636,0.603438505485277,0.0004804180986755,-0.0001317564697094,0.0380247312341127,1110554.8224599145,0.0018588473020296,0.0123604826546003,0.1437369531549915,0.597683846950531,7.388252925011329e-07,2.67095160484314,3.0685744285583496,0.5242248773574829,1.0,0.0,0.2623693357604015,0.1253313802759197,0.8422866425921005,0.0043597464757123,0.0069083755868117,0.0211138550694557,0.9999999999261652,0.0,2.1599712629977053e-05,0.0064405248067307,0.0348234594844892,0.0326554720459283,0.0,0.3744314571010817,0.0,41962.17591052597,3.0461484738322944,0.0,0.6031404231759953,0.999999999999,0.0,0.0015948085516273,0.4755342913445741,0.0348234594870256,0.0326554720459283,0.0,0.3744314571010817,0.0,568.3258595967596,3.0461484738322944,0.0,0.6031404231761532,16,29,0.2416666666666666,1.0,0.4413829832130753,580.9897210411341,0.0003462407432787,0.2224118188922096,36,92,0.146031746031746,1.0,0.2734273189815629,440.10961160136975,0.0002306504396195,1.696188599852963,0.0406997906274136,0.0207726158720958,0.1829929309967943,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019658601377159,0.0135437650606036,0.002550077624619,0.0017899464583024,142,0.951564657147188,0.997552718150244,0.9975530720308784,0.0002393476647034,8.420768426731229e-05,0.8653458456861352,0.8653458489644704,0.9346832617451172,0.9978126325899604,0.9978270889454248,0.0002317692094392,8.420768426731229e-05,0.8074450650572506,0.8074450696419873,0.858035737646177,0.8258064516129032,0.141279236821305,0.1044607168003121,1.378074637791157,,0.9384432555905738,0.9010079477646388,0.7625526284133286,47.63289703422533,0.9999999999609244,0,0.9840110540390016,-0.0590977109968662,2.275787830352783,0.9807,0.980705201625824,322.4446017662333
22,defocus_blur-3,7.502908371334868,0.0477264523506164,2.647061217220215,2.647061217220215,8.436601638095453e-05,1.253894329071045,1.068116526808057,127.85823196224788,127.8576789857975,129.0705806134397,244.99612844156732,510.48268337224926,7360.107505523515,0.0061092001042801,0.0060960452712528,0.1216479877292296,0.3630891555869669,0.0018739618826657,0.1717848479747772,1.7926108837127686,22,2.357783984706213e-05,-6.628662616029938e-06,8.614107449239145e-05,1545.3513849876715,5.601502708932109,2.902964555614442,0.4010688223078037,22.88888888888889,0.0361849287027082,19160400.42479321,9.470267646306916e-05,1.5475729619615337,3.0659177618795246,0.0132908163265306,0.0067128151818089,0.0072236088680076,0.588970659537672,0.0004694910981375,-0.0001319925012325,0.034155211118383,962235.195131175,0.0018857564134475,0.0132908163265306,0.1336681792289779,0.5930402874946594,8.035630685299111e-07,2.647061347961426,3.067901134490967,0.5213147401809692,1.0,0.0,0.27575007260515,0.1271902566228367,0.8393051794238388,0.004391224157134,0.0069125233838544,0.022200816412336,0.9999999999327218,0.0,2.361506005704717e-05,0.0067131380484672,0.0326528388099678,0.036363877046889,0.0,0.3986734876971711,0.0,38563.9846630203,3.061128961921047,0.0,0.5890537474188873,0.999999999999,0.0,0.0015887783398482,0.4516477323390489,0.032652838812132,0.036363877046889,0.0,0.398673487697171,0.0,573.2019319594073,3.061128961921047,0.0,0.5890537474190276,16,34,0.2833333333333333,1.0,0.1979961327175681,609.0202998222699,0.000322833765472,0.2824898818837103,34,88,0.1568627450980392,1.0,0.2642698946311456,439.6739292171549,0.0002621216151478,1.6368031585268144,0.0403534797947378,0.0205922238417319,0.1428492926035125,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0020660101436078,0.0148636577650904,0.0027072371449321,0.0018739618826657,142,0.8865730600099774,0.9894986662969958,0.9895028245540178,0.0005079135437666,0.0001718442654237,0.7732095966203726,0.7732095966200119,0.8765281104745939,0.991328483186166,0.9913772535266158,0.0004815871966798,0.0001718442654237,0.7183515150009769,0.7183515190831862,0.7427105093957326,0.7048192771084337,0.1413437334741208,0.0950186637464337,1.1275491545967002,,0.8838636920828787,0.8142700162620509,0.6429315852353126,44.848602542869344,0.9999999999655216,0,0.9786705374717712,-0.0748012363910675,2.2896478176116943,0.9727,0.9727099537849426,322.4446017662333
23,defocus_blur-4,7.490946873967029,0.0537949986755847,2.757348172731352,2.757348172731352,9.383275028085336e-05,1.37309730052948,0.8967347433758712,118.31703301848432,118.3164936960641,119.43202935419,219.58530401596957,452.5107067985908,9063.22523428959,0.0062696979494987,0.0062564276079157,0.110865377827717,0.3419745314963054,0.0019531022990122,0.1796083152294159,1.782093524932861,22,2.7470875768489564e-05,-1.6383757568933074e-05,9.677911240975798e-05,1540.9662410288192,5.370557113674428,2.93544527936728,0.4247693799939012,18.0,0.0394593980782887,14187353.21185879,0.0001103281262774,1.4029076104155294,3.0575481811134497,0.0156394542090656,0.0068940659984032,0.0081645025031289,0.5771143219056627,0.0004857620866081,-0.000289710759873,0.0302610413138744,802324.8977856059,0.0019509105459679,0.0156394542090656,0.1219064142922037,0.5918568968772888,8.69943050929578e-07,2.7573482990264893,3.060940742492676,0.5237485766410828,1.0,0.0,0.2792261557754064,0.1244024654267556,0.8450051691537209,,0.006903883452415,0.0236884819671083,0.9999999999388944,0.0,2.762985051895783e-05,0.0068944706433646,0.0361370969584246,0.0398617638533375,0.0,0.4244858544686286,0.0,32331.28463493749,3.048870966459953,0.0,0.5752938401277938,0.999999999999,0.0,0.0016883431368298,0.421291898948683,0.0361370969605966,0.0398617638533375,0.0,0.4244858544686287,0.0,529.1036768902903,3.0488709664599534,0.0,0.575293840127921,16,36,0.3,1.0,0.4975539026604645,504.2117660597966,0.0004007997300638,0.3514322589768872,32,84,0.1693548387096774,1.0,0.2403464637865052,399.752890305093,0.0003121338627465,1.568872285090873,0.0398477279661199,0.0203288941041164,0.1133866540371884,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0021625310182571,0.0163650680333375,0.0028728442266583,0.0019531022990122,141,0.8157594124483645,0.9748296456653694,0.9748462426103846,0.0008044627020699,0.0002885126377805,0.6906611861641984,0.6906611874724019,0.8281806261202612,0.9789202524531552,0.9790359920616484,0.0007648662561295,0.0002885126377805,0.6554789868289381,0.6554789905526353,0.6445495229223325,0.5842696629213483,0.1691141706133272,0.0938608750311044,1.1856962060914218,,0.8250715549104553,0.7131557636238598,0.5340263226371941,41.547532363395135,0.9999999999694827,0,0.968169629573822,-0.1062912493944168,2.3133976459503174,0.9583,0.958314061164856,322.4446017662333
24,defocus_blur-5,7.458950441676652,0.0633568093180656,2.811211391823319,2.811211391823319,0.0001072224222298,1.464470386505127,0.7248167619077641,99.93704432170172,99.93668416699283,100.8905859375139,181.8667067833774,360.6941167683943,4800.547319807324,0.006487482148838,0.0064734745863113,0.0958272036949502,0.3109147452983102,0.0020760388579219,0.1903015524148941,1.764716386795044,22,3.003430290342612e-05,-1.6510736779573864e-06,0.0001162777556179,1554.194267474434,5.53015582824659,2.9951341310438586,0.4405014986197738,26.1875,0.0391497073753948,14120060.12832977,0.0001318310185889,1.3548569550463687,3.080883321055614,0.0198563467940367,0.007213011152914,0.009818963817411,0.5643145769507779,0.0004436415374047,-2.438827500151865e-05,0.0253703183898222,955920.783540163,0.0019472972400552,0.0198563467940367,0.1065445497616778,0.590178370475769,9.780973186934716e-07,2.811211347579956,3.0507562160491943,0.5285476446151733,1.0,0.0,0.2938021167465123,0.1250106023080184,0.8418820302730584,,0.0069712071018419,0.0261361603170811,0.9999999999469912,0.0,3.0188083215091654e-05,0.0072135685732139,0.0353859410035714,0.0398142011088558,0.0,0.4420808669103239,0.0,29446.83093832692,3.064713832456369,0.0,0.5620929281033432,0.999999999999,0.0,0.0016002398050278,0.3823839852602454,0.0353859410054118,0.0398142011088558,0.0,0.442080866910324,0.0,555.5063559811208,3.0647138324563685,0.0,0.5620929281034491,17,41,0.3014705882352941,1.0,0.5190097658129397,451.54230698908185,0.0004525947634981,0.4314832402514085,31,83,0.1784946236559139,1.0,0.2097577872677855,418.4599030981824,0.0003632745514567,1.489506087100717,0.0395053363239371,0.0201506982170825,0.0915570586262374,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0023219545837491,0.0188647247850894,0.0031508572865277,0.0020760388579219,146,0.7178377389212277,0.9442310028807614,0.944276254572664,0.0012814557535956,0.0005439925516839,0.588798376283973,0.5887983785146169,0.765875373182967,0.9511146266935672,0.9513982474886876,0.0012348843506784,0.0005439925516839,0.5852696554179967,0.5852696587412038,0.5530163910587673,0.5347593582887701,0.1303163353946909,0.0923722497131874,1.395927495297966,,0.7517180542786431,0.5941922921342715,0.4297792415644881,38.764550595169325,0.9999999999744724,0,0.9400904178619384,-0.1948929280042648,2.3354077339172363,0.9246,0.9246347546577454,322.4446017662333
25,snow-1,7.497757753354023,0.0403556898236274,2.799499354310221,2.799499354310221,0.0001214242602145,1.247346043586731,1.0198347041325535,149.01562589006596,149.01348106522786,150.31971692088558,283.6470692562832,573.818835297257,2168.0828123286037,0.0055322961029347,0.0055193007101692,0.1247171637919049,0.4051937806310594,0.0017273761332035,0.1664970070123672,1.7855640649795532,22,1.830618045794298e-05,-5.635765594690616e-06,6.637389302613733e-05,1550.7957301488768,5.450120028741586,2.9053195855705667,0.4078536897815935,24.222222222222214,0.0318558318964612,26511585.32793887,8.13045133650992e-05,1.5147681165549347,3.055254026517569,0.0143740573152337,0.0061451301096078,0.0075574108299874,0.5994140644449352,0.0004126848145928,-0.0001270497043973,0.0337317440214938,1176020.654153023,0.0018328857833288,0.0143740573152337,0.138532552590577,0.6074157357215881,6.524288096443343e-07,2.799499273300171,3.051248073577881,0.5231115818023682,1.0,0.0,0.2508617385094307,0.1143682332155681,0.8579086354685873,0.0038015919395532,0.0061249367029828,0.0177966026733084,0.9999999999227964,0.0,1.8350900525749255e-05,0.0061452685330322,0.0347680653817128,0.0320670130410071,0.0,0.4065016307133549,0.0,45573.98149925477,3.0501050632893016,0.0,0.5981219783335238,0.999999999999,0.0,0.0014167568888732,0.4744372907440217,0.0347680653843622,0.0320670130410071,0.0,0.4065016307133549,0.0,590.3084767918739,3.050105063289301,0.0,0.5981219783336842,17,39,0.2867647058823529,1.0,0.501363037323254,647.7442388024884,0.0002909501577258,0.3063426574065365,35,90,0.1512605042016806,1.0,0.240487201386826,472.9865636391889,0.000240658587626,1.6156119826986195,0.039022679947422,0.0198996079905583,0.1273824555737154,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0018766225548461,0.0129527514800429,0.0024175636935979,0.0017273761332035,145,0.7613253669590984,0.9821057177513034,0.9821214564030992,0.00047160764379,0.0002097832184517,0.6338342412354745,0.6338342436357002,0.7933066868546251,0.985987667521973,0.9860904828244484,0.0004162192071294,0.0002097832184517,0.6172247890195129,0.6172247925241641,0.7980899799493738,0.6923076923076923,0.1364731563858742,0.0831762136604603,0.5099059962015865,,0.7494495149792357,0.6409113518432635,0.4726201287562309,43.61155634974206,0.9999999999639706,0,0.9810000061988832,-0.0682741850614547,2.2839696407318115,0.9738,0.9737488627433776,322.4446017662333
26,snow-2,7.4661920839891005,0.047324638813734,3.052097326645546,3.052097326645546,0.0001456812606193,1.438744068145752,0.8631063186168071,146.6973493480386,146.69528933626412,147.9489120570979,299.46891547605344,586.4171727108094,1400.960171630518,0.0058241123331104,0.005810965460105,0.1150731002544496,0.3819292326384758,0.0018706753617152,0.1705292463302612,1.7673112154006958,22,2.166442753935696e-05,-4.048063017346057e-06,7.981088290098549e-05,1707.4261720129643,5.099492598987793,2.9934947893163826,0.4314522910295104,21.555555555555557,0.0320518557653271,21554645.817516077,9.58302686903596e-05,1.4161008595881988,3.066508298421736,0.0164253393665158,0.0065341602276549,0.0081842752588903,0.5774392258291783,0.0004280486361652,-7.99821830743308e-05,0.0311568771451292,1090925.2371779396,0.0018934271763044,0.0164253393665158,0.1291028065923896,0.5836107134819031,7.663768428756157e-07,3.05209755897522,3.049241542816162,0.5133229494094849,1.0,0.0,0.2443828252992767,0.1087957394366423,0.8676787680454778,,0.0061759737910405,0.0173495187268393,0.9999999999337468,0.0,2.1710520220517817e-05,0.0065342610534291,0.03440286897929,0.0323168591623777,0.0,0.4330962551686199,0.0,37957.661060976185,3.057601019682138,0.0,0.5768558400777962,0.999999999999,0.0,0.0014383911808451,0.4329156269461556,0.0344028689815349,0.0323168591623777,0.0,0.4330962551686198,0.0,572.9182568427982,3.057601019682138,0.0,0.5768558400779226,17,44,0.3235294117647059,1.0,0.5167870480080001,468.2400076743717,0.0004496266832082,0.3936304122188798,34,86,0.1532976827094474,1.0,0.2140545324979377,520.7138368105846,0.0002363635126408,1.496195636105618,0.0550869758377509,0.0283236191816233,0.1399459343784636,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0020260403398424,0.015093614347279,0.0026315548457205,0.0018706753617152,154,0.595460997992589,0.9649472794049576,0.9649785545892866,0.0007376102702707,0.0002307514514541,0.4773525160535675,0.4773525178618492,0.7198452503249395,0.9755376106356164,0.975706537224733,0.0006314585248218,0.0002307514514541,0.5399461510954481,0.5399461541624863,0.684997557378721,0.5445026178010471,0.2625215213203008,0.1946480609771114,1.3086580519023283,,0.6587487782864365,0.4942252555995657,0.3489597695866654,40.47155799882585,0.9999999999682628,0,0.972046971321106,-0.0962379723787307,2.3030388355255127,0.9571,0.9570199847221376,322.4446017662333
27,snow-3,7.455737216905732,0.0524488724768161,3.1158491522053957,3.1158491522053957,0.0001113149482989,1.4626421928405762,0.737733794893574,148.76269698920603,148.75989853858363,150.0173932417498,303.7456862386582,605.5056951079574,1370.6255657219035,0.0059216105354451,0.0059086193843356,0.1056974086258194,0.3605631130485409,0.0019050572300329,0.1722567826509475,1.758558988571167,22,2.4924751803145743e-05,-2.1282235362782812e-05,8.682561880866074e-05,1639.3316233047292,5.591516211067456,3.033111161513436,0.4544291369935972,24.222222222222214,0.0352773226604602,17514643.950323194,0.0001115566619101,1.4151955374877183,3.0877477852887343,0.0190874811463046,0.0065871347320684,0.0094888324138928,0.5654967525704,0.0004448908687203,-0.0003798742827687,0.0276626115453121,981247.7250422552,0.0019912150230226,0.0190874811463046,0.1175761372487631,0.6103497743606567,7.990838071236794e-07,3.115849256515503,3.0369527339935303,0.5210448503494263,1.0,0.0,0.2516009149996898,0.0972515571735213,0.8784356386150161,,0.0061129860873441,0.0181998181241184,0.999999999937971,0.0,2.526868011105639e-05,0.0065871347884361,0.0305707316856369,0.0354823417444526,0.0,0.4556627777041284,0.0,34250.13862866922,3.0832053930972902,0.0,0.5636970576787338,0.999999999999,0.0,0.0015673951815722,0.4085944846499612,0.0305707316875026,0.0354823417444526,0.0,0.4556627777041284,0.0,552.1618331753664,3.0832053930972907,0.0,0.5636970576788515,19,47,0.2748538011695906,1.0,0.3143894567837902,553.7699261729251,0.0004029988635663,0.439712534616655,33,82,0.1553030303030303,1.0,0.1987116405375575,460.7459559840259,0.0002861424148348,1.4536233398528071,0.0533320627652688,0.0273965897034435,0.1212884750073457,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.002083774190396,0.0161214470863342,0.0027542002499103,0.0019050572300329,148,0.5911328011531288,0.9500285093748854,0.9500734847005182,0.000937941381069,0.0004855459410464,0.4730289246173214,0.4730289264092246,0.7132654479392802,0.9617462249064268,0.9619939439421408,0.0008424237892536,0.0004855459410464,0.5333541415852674,0.5333541446148612,0.6497334023059623,0.5291005291005291,0.1380838412517396,0.0982728972386856,1.3324177666920145,,0.6599534587697684,0.49702805979265,0.3498452395691469,39.29682590302373,0.9999999999706146,0,0.9705480337142944,-0.1003722921013832,2.3073527812957764,0.9549,0.9547539353370668,322.4446017662333
28,snow-4,7.481943282065601,0.0536801181733608,3.448378759462683,3.448378759462683,8.483202327624895e-05,1.5318013429641724,0.6367147124059562,155.1443423113636,155.14282360263948,156.44389890593376,322.6272240789015,665.0631469928207,1331.6765492402249,0.005580772491541,0.0055693479018401,0.1021643161242441,0.3517745167648285,0.0018131148535758,0.1823690831661224,1.736456274986267,22,2.6010245642072204e-05,-1.4855328162744014e-05,8.259088073301368e-05,1849.6868802347224,5.269449476851071,3.042791535297252,0.470758436682371,20.666666666666668,0.0377971838454717,12562940.767823322,0.0001066060725787,1.2140682491142116,3.002937471576673,0.0222016651248843,0.0062569958322164,0.0098320957684801,0.5650793873378392,0.0004761572008293,-0.0002719494235186,0.0276785872455609,686254.8195425747,0.0019515867057402,0.0222016651248843,0.1145438510266696,0.6440525054931641,6.961878966649238e-07,3.448378324508667,3.0137979984283447,0.5192173719406128,1.0,0.0,0.241218636843487,0.1081217325874338,0.8672604662668781,,0.0060472497141349,0.0185705514315529,0.9999999999379572,0.0,2.6079514268183416e-05,0.0062571408757673,0.0344314611147497,0.0381029472545634,0.0,0.4671649169408446,0.0,31243.006010959096,2.992543500924337,0.0,0.5656610633680954,0.999999999999,0.0,0.0016180479157819,0.3882109784974262,0.0344314611168515,0.0381029472545634,0.0,0.4671649169408446,0.0,503.5712558920123,2.992543500924337,0.0,0.5656610633682113,19,56,0.327485380116959,1.0,0.3308689666446778,475.2487624075849,0.0005316288385291,0.5649086025060113,29,77,0.1896551724137931,1.0,0.2020095948793885,438.9293426049679,0.0003949960437506,1.325861248588651,0.0546150744526689,0.0280741737717038,0.0966794879921974,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019971909932792,0.0161178894340991,0.0026726629585027,0.0018131148535758,153,0.5617604350851824,0.9250327854024416,0.9251011121897706,0.0010684564427182,0.0005689425015589,0.4498160650757152,0.4498160663538367,0.7063909654902587,0.938948037577368,0.9394183429830996,0.0009712928686703,0.0005689425015589,0.5246490766956474,0.524649079676896,0.6207764504704465,0.5,0.2619350290858515,0.1820594806329687,1.290770838478283,,0.623527276441186,0.4260795610246631,0.2915167629007379,36.77759101289265,0.999999999970482,0,0.9649701118469238,-0.1160445809364318,2.315717935562134,0.9479,0.947852611541748,322.4446017662333
29,snow-5,7.464812903805853,0.0591288022696971,3.2566060052676136,3.2566060052676136,8.266664008260705e-05,1.7081485986709597,0.6286467042064118,156.73748265144818,156.73404074150184,157.96097877749727,360.4833841594991,766.3366118805249,1141.6642315857648,0.0058378922181283,0.0058273992459767,0.0992375548481698,0.325969279196608,0.0019108351552858,0.1821155548095703,1.739481806755066,22,2.394979627863929e-05,-2.234776997457519e-05,0.0001003112398948,1717.5488151751078,5.473893706168687,3.0593732125614674,0.4792376960925908,34.666666666666664,0.0405445922681963,14202792.520237746,0.0001217385482981,1.2200541436897068,2.9868151146265385,0.0236814725890356,0.0065431703010946,0.0108187599364069,0.568853213433925,0.0004071219154773,-0.0003798891176193,0.0289864417473925,835508.9116756155,0.0020694301567524,0.0236814725890356,0.1112271671633956,0.6609804034233093,8.386243166569329e-07,3.256605863571167,3.0224368572235107,0.5057920813560486,1.0,0.0,0.2472312003771494,0.0973822630657346,0.8784055393797706,,0.0056380857831749,0.0185741117713198,0.9999999999439,0.0,2.3986476020853164e-05,0.0065431704793322,0.0314316915969432,0.0407236230030328,0.0,0.4799040629418762,0.0,31897.96956725155,2.980622888147509,0.0,0.568115865743109,0.999999999999,0.0,0.0013456447939892,0.3670728157001166,0.031431691598675,0.0407236230030328,0.0,0.479904062941876,0.0,568.5897835419898,2.980622888147509,0.0,0.5681158657432148,20,55,0.2894736842105263,1.0,0.3571290976639185,413.5090328645504,0.0005377428746274,0.6027475832008057,31,80,0.1720430107526881,1.0,0.2088701985541513,458.0862268622317,0.0003248917586495,1.3210736390156927,0.0380893888917507,0.0194144364560191,0.0631929350748823,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0021417918615043,0.0178252663463354,0.0029273289255797,0.0019108351552858,150,0.5384363800024472,0.909831550725342,0.909914732171323,0.0013051714550838,0.0006852424558019,0.4258305391854718,0.4258305407984192,0.6918572305214905,0.9248109327627572,0.9254362282257697,0.0012118801312426,0.0006852424558019,0.5113761556700189,0.5113761585732204,0.5857431551360618,0.515625,0.1758575581785854,0.118392822395006,1.2302336840250443,,0.642452912978861,0.4660316850833939,0.3264656102369527,36.15734304630357,0.9999999999721372,0,0.9610318541526794,-0.1277011036872863,2.31901478767395,0.9395,0.9396153092384338,322.4446017662333
